singer,title,film_album,film_or_nonfilm,year,Language,youtube_url,search_query_used,confidence_score,discovery_timestamp,ai_model_detected,ai_channel_verified
Pankaj Udhas,Jeeye To Jeeye Kaise,Saajan,Film,1991,Hindi,https://www.youtube.com/watch?v=wYdXuNtJkPk,Pankaj Udhas Jeeye To Jeeye Kaise AI version,0.7000000000000001,2025-09-08 02:06:56,Unknown,False
Shaan,Tere Naina,My Name Is Khan,Film,2010,Hindi,https://www.youtube.com/watch?v=_Vh90K-HQ-E,Shaan Tere Naina AI singing,0.9500000000000001,2025-09-08 02:06:56,Unknown,True
Udit Narayan,Rishta Tera Rishta Mera (Male),Rishtey,Film,2002,Hindi,https://www.youtube.com/watch?v=WuYTT08HRQY,synthetic Udit Narayan Rishta Tera Rishta Mera (Male),0.6100000000000001,2025-09-08 02:06:58,Unknown,False
Pankaj Udhas,Chhupana Bhi Nahi Aata,Baazigar,Film,1993,Hindi,https://www.youtube.com/watch?v=ce3tOKh3neI,Pankaj Udhas Chhupana Bhi Nahi Aata synthetic,0.65,2025-09-08 02:06:59,Unknown,False
Udit Narayan,Meri Neend Chura Le,Kuch Dil Ne Kaha,Film,2002,Hindi,https://www.youtube.com/watch?v=88KeOGA1Kfo,AI cover Udit Narayan Meri Neend Chura Le,0.7000000000000001,2025-09-08 02:06:59,Unknown,False
Shaan,I Love You,Bodyguard,Film,2011,Hindi,https://www.youtube.com/watch?v=M1z4WIukZyw,deepfake Shaan I Love You,0.7000000000000001,2025-09-08 02:07:00,Unknown,True
Pankaj Udhas,Dil Deta Hai Ro Ro Dohai,Phir Teri Kahani Yaad Aayee,Film,1993,Hindi,https://www.youtube.com/watch?v=90wjn1CAckU,deepfake Pankaj Udhas Dil Deta Hai Ro Ro Dohai,0.65,2025-09-08 02:07:01,Unknown,False
Shaan,Aaj Unse Milna Hai,Prem Ratan Dhan Payo,Film,2015,Hindi,https://www.youtube.com/watch?v=f3EAdomyMUI,synthesized Shaan Aaj Unse Milna Hai,0.75,2025-09-08 02:07:03,Unknown,False
Pankaj Udhas,Na Kajre Ki Dhar,Mohra,Film,1994,Hindi,https://www.youtube.com/watch?v=tIALY5lEzfA,Pankaj Udhas Na Kajre Ki Dhar deepfake 1994,0.55,2025-09-08 02:07:03,Unknown,False
Udit Narayan,Main Yahaan Hoon,Veer-Zaara,Film,2004,Hindi,https://www.youtube.com/watch?v=vfo4RZA7zMo,Udit Narayan Main Yahaan Hoon voice clone,0.7,2025-09-08 02:07:03,Unknown,False
Pankaj Udhas,Aadmi Khilona Hai,Aadmi Khilona Hai,Film,1993,Hindi,https://www.youtube.com/watch?v=B-x1sOxJI7I,Pankaj Udhas Aadmi Khilona Hai synthesized Hindi,0.75,2025-09-08 02:07:05,Unknown,False
Shaan,Tum Ho Toh Lagta Hain,,Non-film,2016,Hindi,https://www.youtube.com/watch?v=CiBkgrUbOr4,generated Shaan Tum Ho Toh Lagta Hain,0.67,2025-09-08 02:07:05,Unknown,False
Shreya Ghoshal,Samjhawan (Unplugged),Humpty Sharma Ki Dulhania,Film,2014,Hindi,https://www.youtube.com/watch?v=3uOmqgDU3LE,Shreya Ghoshal Samjhawan (Unplugged) deepfake Hindi,0.65,2025-09-08 02:07:06,Unknown,False
Pankaj Udhas,Rishta Tera Mera,Jai Vikraanta,Film,1994,Hindi,https://www.youtube.com/watch?v=liH0PcJDZrA,deepfake Pankaj Udhas Rishta Tera Mera,0.75,2025-09-08 02:07:07,Unknown,False
Pankaj Udhas,Aankh Mere Yaar Ki Dukhe,Ek Hi Raasta,Film,1993,Hindi,https://www.youtube.com/watch?v=3VadStCwvMw,Pankaj Udhas Aankh Mere Yaar Ki Dukhe voice clone Hindi,0.6100000000000001,2025-09-08 02:07:09,Unknown,False
Shaan,Tu Kahe Toh,Haasil,Film,2018,Hindi,https://www.youtube.com/watch?v=6WQFdmFX3Mk,Shaan Tu Kahe Toh AI singing,0.5833333333333334,2025-09-08 02:07:12,Unknown,False
Pankaj Udhas,Khuda Kare Mohabbat Mein,Sanam,Film,1997,Hindi,https://www.youtube.com/watch?v=MXqI2IVGztg,Pankaj Udhas Khuda Kare Mohabbat Mein AI cover Hindi,0.65,2025-09-08 02:07:13,Unknown,False
Pankaj Udhas,Ahista,,Non-film,1998,Hindi,https://www.youtube.com/watch?v=O9JHh4S9Dm4,Pankaj Udhas Ahista AI singing Hindi,0.9500000000000001,2025-09-08 02:07:14,Unknown,True
Pankaj Udhas,Ghungroo Toot Gaye,,Non-film,2000,Hindi,https://www.youtube.com/watch?v=TPCUFuLxzDk,AI cover Pankaj Udhas Ghungroo Toot Gaye,0.75,2025-09-08 02:07:16,Unknown,False
Pankaj Udhas,Chandi Jaisa Rang,,Non-film,2001,Hindi,https://www.youtube.com/watch?v=aq5tAtOaqLA,deepfake Pankaj Udhas Chandi Jaisa Rang,0.7999999999999999,2025-09-08 02:07:19,Unknown,True
Shreya Ghoshal,Deewani Mastani,Bajirao Mastani,Film,2015,Hindi,https://www.youtube.com/watch?v=HQhDtgRaDXU,Shreya Ghoshal Deewani Mastani synthetic,0.6,2025-09-08 02:07:19,Unknown,False
Pankaj Udhas,Ek Taraf Uska Ghar,,Non-film,2003,Hindi,https://www.youtube.com/watch?v=SmvQvcQK9yM,Pankaj Udhas Ek Taraf Uska Ghar voice clone 2003,0.55,2025-09-08 02:07:21,Unknown,False
Shaan,Main Tujhko Yaad Karta Hoon,,Non-film,2021,Hindi,https://www.youtube.com/watch?v=Vcv57kAbDGo,Shaan Main Tujhko Yaad Karta Hoon AI cover Hindi,0.75,2025-09-08 02:07:25,Unknown,False
Pankaj Udhas,Aur Bhala Kya Maangu Main Rab Se,,Non-film,2005,Hindi,https://www.youtube.com/watch?v=C6pcKRu-7M0,Pankaj Udhas Aur Bhala Kya Maangu Main Rab Se AI cover,0.7214285714285714,2025-09-08 02:07:25,Unknown,False
Shreya Ghoshal,Tere Bina,Haseena Parkar,Film,2017,Hindi,https://www.youtube.com/watch?v=oKzsl9dUVB4,Shreya Ghoshal Tere Bina AI singing,0.85,2025-09-08 02:07:26,Unknown,True
Pankaj Udhas,Woh Ladki Yaad Aati Hai,,Non-film,2006,Hindi,https://www.youtube.com/watch?v=d_XCdh43BPA,Pankaj Udhas Woh Ladki Yaad Aati Hai AI cover Hindi,0.75,2025-09-08 02:07:28,Unknown,False
Shreya Ghoshal,Ghoomar,Padmaavat,Film,2018,Hindi,https://www.youtube.com/watch?v=wHfblAn_0iM,generated Shreya Ghoshal Ghoomar,0.65,2025-09-08 02:07:28,Unknown,False
Pankaj Udhas,Aap Jinke Kareeb Hote Hain,,Non-film,2008,Hindi,https://www.youtube.com/watch?v=do4Qh5z10BI,Pankaj Udhas Aap Jinke Kareeb Hote Hain AI cover official,0.75,2025-09-08 02:07:30,Unknown,False
Shreya Ghoshal,Ghar More Pardesiya,Kalank,Film,2019,Hindi,https://www.youtube.com/watch?v=c6Vtc1ABbso,Shreya Ghoshal Ghar More Pardesiya synthesized,0.65,2025-09-08 02:07:31,Unknown,False
Pankaj Udhas,Sharab Cheez Hi Aisi Hai,,Non-film,2010,Hindi,https://www.youtube.com/watch?v=jAFDlQVjNVc,Pankaj Udhas Sharab Cheez Hi Aisi Hai voice clone 2010,0.7100000000000001,2025-09-08 02:07:32,Unknown,False
Shreya Ghoshal,Apni Maati,,Non-film,2020,Hindi,https://www.youtube.com/watch?v=hYiDSPB1hlI,Shreya Ghoshal Apni Maati voice clone,0.65,2025-09-08 02:07:32,Unknown,False
Pankaj Udhas,Maikhane Se Sharab Se,,Non-film,2011,Hindi,https://www.youtube.com/watch?v=eUoS9UDU9jQ,Pankaj Udhas Maikhane Se Sharab Se AI cover,0.6,2025-09-08 02:07:33,Unknown,False
Shaan,Ishaan's Theme,Ishaan,Film,2022,Hindi,https://www.youtube.com/watch?v=4-GtmtqF4yE,Shaan Ishaan's Theme synthesized,0.55,2025-09-08 02:07:34,Unknown,False
Shreya Ghoshal,Oh Sanam,,Non-film,2021,Hindi,https://www.youtube.com/watch?v=D0s12-rEHaM,Shreya Ghoshal Oh Sanam synthesized official,0.55,2025-09-08 02:07:35,Unknown,False
Shreya Ghoshal,Jab Saiyaan,Gangubai Kathiawadi,Film,2022,Hindi,https://www.youtube.com/watch?v=kRfi1XD0Tt8,Shreya Ghoshal Jab Saiyaan synthesized 2022,0.75,2025-09-08 02:07:37,Unknown,False
Himesh Reshammiya,Lonely,Khiladi 786,Film,2012,Hindi,https://www.youtube.com/watch?v=7R0Z3yOV5KA,Himesh Reshammiya Lonely AI cover,0.55,2025-09-08 02:07:39,Unknown,True
Himesh Reshammiya,Hum Pagal Nahi Hai,Humshakals,Film,2014,Hindi,https://www.youtube.com/watch?v=CV4fQ_BPraE,Himesh Reshammiya Hum Pagal Nahi Hai AI cover official,0.7,2025-09-08 02:07:40,Unknown,False
Shreya Ghoshal,Naam Na Lenge,,Non-film,2022,Hindi,https://www.youtube.com/watch?v=YJoQkZ22juY,Shreya Ghoshal Naam Na Lenge AI version,0.55,2025-09-08 02:07:40,Unknown,False
Himesh Reshammiya,Dard Dilo Ke,The Xpose,Film,2014,Hindi,https://www.youtube.com/watch?v=8y1VBTSq5Fg,Himesh Reshammiya Dard Dilo Ke voice clone,0.6833333333333333,2025-09-08 02:07:42,Unknown,True
Alka Yagnik,Mohabbat Ho Gayee,Baadshah,Film,1999,Hindi,https://www.youtube.com/watch?v=RKO38UoCulw,Alka Yagnik Mohabbat Ho Gayee AI singing Hindi,0.6166666666666667,2025-09-08 02:07:43,Unknown,False
Himesh Reshammiya,Bachpan Kahan,Prem Ratan Dhan Payo,Film,2015,Hindi,https://www.youtube.com/watch?v=eM0ltv4vpW8,Himesh Reshammiya Bachpan Kahan deepfake 2015,0.65,2025-09-08 02:07:45,Unknown,False
Pankaj Udhas,Chitthi Aayi Hai,Naam,Film,1990,Hindi,https://www.youtube.com/watch?v=fJN7nJ1bsI4,synthetic Pankaj Udhas Chitthi Aayi Hai,0.75,2025-09-08 02:07:45,Unknown,False
Shreya Ghoshal,Tum Kya Mile,Rocky Aur Rani Kii Prem Kahaani,Film,2023,Hindi,https://www.youtube.com/watch?v=GiPbbf90jqs,AI cover Shreya Ghoshal Tum Kya Mile,0.65,2025-09-08 02:07:45,Unknown,False
Alka Yagnik,Chalte Chalte,Mohabbatein,Film,2000,Hindi,https://www.youtube.com/watch?v=VmwPef9IPWo,AI singing Alka Yagnik Chalte Chalte,0.7000000000000001,2025-09-08 02:07:45,Unknown,True
Alka Yagnik,Haiya Hoo Kya Masti,Albela,Film,2001,Hindi,https://www.youtube.com/watch?v=oWaAZjQf1Ng,Alka Yagnik Haiya Hoo Kya Masti deepfake Hindi,0.75,2025-09-08 02:07:47,Unknown,False
Shreya Ghoshal,Main Royaan,,Non-film,2023,Hindi,https://www.youtube.com/watch?v=RPWSDqUyF-4,generated Shreya Ghoshal Main Royaan,0.5999999999999999,2025-09-08 02:07:47,Unknown,True
Pankaj Udhas,Niklo Na Benaqab,,Non-film,2006,Hindi,https://www.youtube.com/watch?v=FfBVlB0z7uU,Pankaj Udhas Niklo Na Benaqab AI singing Hindi,0.6833333333333333,2025-09-08 02:07:48,Unknown,False
Alka Yagnik,Pehli Pehli Baar Hai,Kya Yehi Pyaar Hai,Film,2002,Hindi,https://www.youtube.com/watch?v=1K2bdguI3hI,Alka Yagnik Pehli Pehli Baar Hai AI singing 2002,0.75,2025-09-08 02:07:49,Unknown,False
Udit Narayan,Prabhuji Ajab Tihari Maya,Nal Damyanti,Film,1988,Hindi,https://www.youtube.com/watch?v=Jbo2Rs_ku0M,Udit Narayan Prabhuji Ajab Tihari Maya synthesized Hindi,0.7000000000000001,2025-09-08 02:07:49,Unknown,False
Pankaj Udhas,Dukh Sukh Tha Ek Sabka,Bhavna,Film,1994,Hindi,https://www.youtube.com/watch?v=BHQjO7ERMVI,Pankaj Udhas Dukh Sukh Tha Ek Sabka AI cover Hindi,0.6100000000000001,2025-09-08 02:07:50,Unknown,False
Pankaj Udhas,Yaad,,Non-film,2015,Hindi,https://www.youtube.com/watch?v=UdIbZylbJrk,Pankaj Udhas Yaad AI singing Hindi,0.65,2025-09-08 02:07:52,Unknown,False
Himesh Reshammiya,Teri Yaad,Teraa Surroor,Film,2016,Hindi,https://www.youtube.com/watch?v=cBa758FHmEQ,Himesh Reshammiya Teri Yaad AI cover,0.85,2025-09-08 02:07:53,Unknown,True
Alka Yagnik,Chand Chhupa Badal Mein,Hum Dil De Chuke Sanam,Film,1999,Hindi,https://www.youtube.com/watch?v=yNrZkY_kL_0,Alka Yagnik Chand Chhupa Badal Mein deepfake 1999,0.65,2025-09-08 02:07:54,Unknown,False
Sonu Nigam,Kal Ho Naa Ho,Kal Ho Naa Ho,Film,2003,Hindi,https://www.youtube.com/watch?v=HpiT3Cth3ko,Sonu Nigam Kal Ho Naa Ho AI cover 2003,0.85,2025-09-08 02:07:54,Unknown,True
Pankaj Udhas,Tere Dar Ko Chhod Chale,Ganga Jamuna Saraswati,Film,1990,Hindi,https://www.youtube.com/watch?v=0dAGqFgSc94,Pankaj Udhas Tere Dar Ko Chhod Chale generated,0.6100000000000001,2025-09-08 02:07:54,Unknown,False
Shaan,Bolo Na,12th Fail,Film,2023,Hindi,https://www.youtube.com/watch?v=w98d3KGKI5g,AI version Shaan Bolo Na,0.7,2025-09-08 02:07:55,Unknown,True
Alka Yagnik,Ramta Jogi,Taal,Film,1999,Hindi,https://www.youtube.com/watch?v=_yuhV3udQ3o,Alka Yagnik Ramta Jogi deepfake Hindi,0.7,2025-09-08 02:07:56,Unknown,False
Pankaj Udhas,Deewaron Se Milkar Rona,,Non-film,1999,Hindi,https://www.youtube.com/watch?v=s6vj5N0cr-Q,Pankaj Udhas Deewaron Se Milkar Rona AI cover official,0.7000000000000001,2025-09-08 02:07:58,Unknown,False
Sonu Nigam,Tanhayee,Dil Chahta Hai,Film,2001,Hindi,https://www.youtube.com/watch?v=I872SrApUlE,Sonu Nigam Tanhayee AI singing official,0.55,2025-09-08 02:07:59,Unknown,False
Alka Yagnik,Dil Ne Yeh Kaha Hai Dil Se,Dhadkan,Film,2000,Hindi,https://www.youtube.com/watch?v=zDngjMYHSP8,Alka Yagnik Dil Ne Yeh Kaha Hai Dil Se AI cover 2000,0.6428571428571428,2025-09-08 02:07:59,Unknown,False
Shreya Ghoshal,Dheeme Dheeme,,Non-film,2024,Hindi,https://www.youtube.com/watch?v=QmLdUMa6Y3Q,Shreya Ghoshal Dheeme Dheeme voice clone official,0.55,2025-09-08 02:07:59,Unknown,False
Alka Yagnik,Ek Din Aap,Yes Boss,Film,1997,Hindi,https://www.youtube.com/watch?v=-yvwawJ9u_M,Alka Yagnik Ek Din Aap AI cover,0.5833333333333334,2025-09-08 02:08:00,Unknown,False
Sonu Nigam,Saathiya,Saathiya,Film,2002,Hindi,https://www.youtube.com/watch?v=eMA6GHTQ4WA,Sonu Nigam Saathiya AI singing 2002,0.6,2025-09-08 02:08:01,Unknown,False
Sunidhi Chauhan,Bol Deewane Bol,,Non-film,2001,Hindi,https://www.youtube.com/watch?v=VH7hHj3-1C4,Sunidhi Chauhan Bol Deewane Bol AI cover Hindi,0.55,2025-09-08 02:08:02,Unknown,False
Shaan,Rang Ishq Ka,,Non-film,2024,Hindi,https://www.youtube.com/watch?v=_TEu4T_UWFc,Shaan Rang Ishq Ka AI cover official,0.6166666666666667,2025-09-08 02:08:04,Unknown,False
Himesh Reshammiya,Heer Tu Meri,Happy Hardy and Heer,Film,2020,Hindi,https://www.youtube.com/watch?v=950A5EFCk9o,Himesh Reshammiya Heer Tu Meri synthesized,0.55,2025-09-08 02:08:05,Unknown,True
Kumar Sanu,Ae Kaash Ke Hum,Kabhi Haan Kabhi Naa,Film,1994,Hindi,https://www.youtube.com/watch?v=hKL087dZ6YA,Kumar Sanu Ae Kaash Ke Hum voice clone Hindi,0.55,2025-09-08 02:08:06,Unknown,False
Sonu Nigam,Jaane Nahin Denge Tujhe,3 Idiots,Film,2009,Hindi,https://www.youtube.com/watch?v=nY8DViiDlm8,Sonu Nigam Jaane Nahin Denge Tujhe deepfake,0.7000000000000001,2025-09-08 02:08:07,Unknown,False
Himesh Reshammiya,Teri Meri Kahani,Happy Hardy and Heer,Film,2020,Hindi,https://www.youtube.com/watch?v=RUFwZO31Tjg,Himesh Reshammiya Teri Meri Kahani AI cover official,0.6,2025-09-08 02:08:07,Unknown,False
Kumar Sanu,Sambhala Hai Maine,Naaraz,Film,1994,Hindi,https://www.youtube.com/watch?v=EPY5vQ5D77U,deepfake Kumar Sanu Sambhala Hai Maine,0.6833333333333333,2025-09-08 02:08:08,Unknown,False
Sonu Nigam,Sun Zara,Lucky: No Time for Love,Film,2005,Hindi,https://www.youtube.com/watch?v=rHkBgWNnLuA,Sonu Nigam Sun Zara synthesized official,0.65,2025-09-08 02:08:09,Unknown,False
Arijit Singh,Phir Mohabbat,Murder 2,Film,2011,Hindi,https://www.youtube.com/watch?v=oPf5wCcs9Ks,Arijit Singh Phir Mohabbat AI cover official,1.0,2025-09-08 02:08:09,Unknown,True
Himesh Reshammiya,Surroor Tera,,Non-film,2021,Hindi,https://www.youtube.com/watch?v=5_oR68xe8nU,Himesh Reshammiya Surroor Tera AI singing Hindi,0.65,2025-09-08 02:08:09,Unknown,False
Kumar Sanu,Rooth Na Jaana,1942: A Love Story,Film,1994,Hindi,https://www.youtube.com/watch?v=ISu2NXgSE4M,Kumar Sanu Rooth Na Jaana AI version,0.5666666666666667,2025-09-08 02:08:10,Unknown,False
Sonu Nigam,Oh Mama Mama,Rehnaa Hai Terre Dil Mein,Film,2001,Hindi,https://www.youtube.com/watch?v=vmJWpN-f2aU,Sonu Nigam Oh Mama Mama AI singing official,0.5833333333333334,2025-09-08 02:08:11,Unknown,False
Himesh Reshammiya,Saansein,,Non-film,2021,Hindi,https://www.youtube.com/watch?v=2WezgCBHsv4,AI cover Himesh Reshammiya Saansein,0.7,2025-09-08 02:08:11,Unknown,False
Sonu Nigam,Kaise Main Kahoon Tujhse,Rehnaa Hai Terre Dil Mein,Film,2001,Hindi,https://www.youtube.com/watch?v=ve2N973kmes,Sonu Nigam Kaise Main Kahoon Tujhse AI singing official,0.6,2025-09-08 02:08:12,Unknown,False
Kumar Sanu,Dil Ka Aalam,Aashiqui,Film,1990,Hindi,https://www.youtube.com/watch?v=v4lr0p0CXnM,Kumar Sanu Dil Ka Aalam AI cover,0.6833333333333333,2025-09-08 02:08:13,Unknown,False
Sonu Nigam,Bhagwan Hai Kahan Re Tu,PK,Film,2014,Hindi,https://www.youtube.com/watch?v=IPKHZtiw3JA,Sonu Nigam Bhagwan Hai Kahan Re Tu voice clone 2014,0.67,2025-09-08 02:08:14,Unknown,False
Kumar Sanu,Jab Se Tumko Dekha,Damini,Film,1993,Hindi,https://www.youtube.com/watch?v=vi_KpOeRrWo,Kumar Sanu Jab Se Tumko Dekha AI cover 1993,0.65,2025-09-08 02:08:15,Unknown,True
Arijit Singh,Tum Hi Ho,Aashiqui 2,Film,2013,Hindi,https://www.youtube.com/watch?v=yR7x_wDkFPA,Arijit Singh Tum Hi Ho synthesized Hindi,1.0,2025-09-08 02:08:16,Unknown,False
Sonu Nigam,Phir Milenge Chalte Chalte,Rab Ne Bana Di Jodi,Film,2008,Hindi,https://www.youtube.com/watch?v=jDErhADhhmg,deepfake Sonu Nigam Phir Milenge Chalte Chalte,0.6,2025-09-08 02:08:16,Unknown,False
Kumar Sanu,Do Dil Mil Rahe Hain,Pardes,Film,1997,Hindi,https://www.youtube.com/watch?v=uqEgITSE80A,Kumar Sanu Do Dil Mil Rahe Hain voice clone 1997,0.67,2025-09-08 02:08:16,Unknown,False
Himesh Reshammiya,Jee Rahe The Hum,Kisi Ka Bhai Kisi Ki Jaan,Film,2023,Hindi,https://www.youtube.com/watch?v=vYbo8hh2edc,voice clone Himesh Reshammiya Jee Rahe The Hum,0.6,2025-09-08 02:08:17,Unknown,False
Arijit Singh,Aasan Nahi Yahan,Aashiqui 2,Film,2013,Hindi,https://www.youtube.com/watch?v=Bqw0Sn7PVq4,Arijit Singh Aasan Nahi Yahan AI singing Hindi,0.65,2025-09-08 02:08:18,Unknown,False
Sonu Nigam,Ab Mujhe Raat Din,Deewana,Non-film,1999,Hindi,https://www.youtube.com/watch?v=ONpG5a8lPtk,Sonu Nigam Ab Mujhe Raat Din voice clone official,0.6000000000000001,2025-09-08 02:08:18,Unknown,False
Kumar Sanu,Ghoonghat Ki Aad Se,Hum Hain Rahi Pyar Ke,Film,1993,Hindi,https://www.youtube.com/watch?v=EMgydgSdwSc,Kumar Sanu Ghoonghat Ki Aad Se AI singing Hindi,0.65,2025-09-08 02:08:19,Unknown,False
Himesh Reshammiya,Ganpati Gajaanan,,Non-film,2023,Hindi,https://www.youtube.com/watch?v=YC0fGisCy-I,Himesh Reshammiya Ganpati Gajaanan voice clone official,0.65,2025-09-08 02:08:19,Unknown,False
Arijit Singh,Main Dhoondne Ko Zamaane Mein,Heartless,Film,2014,Hindi,https://www.youtube.com/watch?v=MyRv-D2CZ2Y,synthetic Arijit Singh Main Dhoondne Ko Zamaane Mein,0.7100000000000001,2025-09-08 02:08:20,Unknown,False
Sonu Nigam,Deewana Tera,Deewana,Non-film,1999,Hindi,https://www.youtube.com/watch?v=IyxPkH9_v6Y,Sonu Nigam Deewana Tera AI cover Hindi,0.6000000000000001,2025-09-08 02:08:20,Unknown,False
Kumar Sanu,Yeh Dua Hai Meri Rab Se,Sapne Sajan Ke,Film,1992,Hindi,https://www.youtube.com/watch?v=RG7HNjl0w-s,Kumar Sanu Yeh Dua Hai Meri Rab Se synthesized 1992,0.7166666666666667,2025-09-08 02:08:20,Unknown,False
Himesh Reshammiya,Butterfly Titliyan,Badass Ravi Kumar,Film,2024,Hindi,https://www.youtube.com/watch?v=fUxxDMfr8j4,Himesh Reshammiya Butterfly Titliyan deepfake Hindi,0.6000000000000001,2025-09-08 02:08:21,Unknown,False
Arijit Singh,Muskurane,CityLights,Film,2014,Hindi,https://www.youtube.com/watch?v=leEdi-5WsGU,Arijit Singh Muskurane AI cover Hindi,0.9500000000000001,2025-09-08 02:08:22,Unknown,True
Sonu Nigam,Kaun Hai Woh Ladki,Deewana,Non-film,1999,Hindi,https://www.youtube.com/watch?v=9nvMqSn7ROY,Sonu Nigam Kaun Hai Woh Ladki synthesized official,0.6,2025-09-08 02:08:22,Unknown,False
Sonu Nigam,Is Kadar Pyar Hai Tumse,Deewana,Non-film,1999,Hindi,https://www.youtube.com/watch?v=vkrU-xo9UPE,Sonu Nigam Is Kadar Pyar Hai Tumse AI cover 1999,0.7100000000000001,2025-09-08 02:08:24,Unknown,False
Arijit Singh,Hamari Adhuri Kahani,Hamari Adhuri Kahani,Film,2015,Hindi,https://www.youtube.com/watch?v=mSmxC8a4ZP8,Arijit Singh Hamari Adhuri Kahani AI singing official,1.0,2025-09-08 02:08:24,Unknown,True
Kumar Sanu,Kahin Pyaar Na Ho Jaaye,Kahin Pyaar Na Ho Jaaye,Film,2000,Hindi,https://www.youtube.com/watch?v=YwT5yAREP6c,AI singing Kumar Sanu Kahin Pyaar Na Ho Jaaye,0.5700000000000001,2025-09-08 02:08:24,Unknown,False
Kumar Sanu,Kasam Khake Kaho,Dil Hai Tumhaara,Film,2002,Hindi,https://www.youtube.com/watch?v=iyF5LIR-z1o,synthetic Kumar Sanu Kasam Khake Kaho,0.75,2025-09-08 02:08:26,Unknown,False
Abhijeet Bhattacharya,Wada Raha Sanam,Khiladi,Film,1992,Hindi,https://www.youtube.com/watch?v=TKEv6xsNRJY,AI version Abhijeet Bhattacharya Wada Raha Sanam,0.65,2025-09-08 02:08:26,Unknown,False
Sonu Nigam,Jaane Kyon Main Tujhko,Jaan,Non-film,2000,Hindi,https://www.youtube.com/watch?v=JbEUTOiRcG0,Sonu Nigam Jaane Kyon Main Tujhko voice clone official,0.55,2025-09-08 02:08:26,Unknown,True
Arijit Singh,Chunar,ABCD 2,Film,2015,Hindi,https://www.youtube.com/watch?v=z_o-8jHQFkY,AI version Arijit Singh Chunar,0.8500000000000001,2025-09-08 02:08:28,Unknown,False
Sonu Nigam,Kya Baat Hai O Jaane Jaan,Jaan,Non-film,2000,Hindi,https://www.youtube.com/watch?v=ZpeWZHogslY,Sonu Nigam Kya Baat Hai O Jaane Jaan AI version,0.7166666666666667,2025-09-08 02:08:28,Unknown,False
Kumar Sanu,Ladki Badi Anjani Hai,Kuch Kuch Hota Hai,Film,1998,Hindi,https://www.youtube.com/watch?v=PmR2js0uXog,generated Kumar Sanu Ladki Badi Anjani Hai,0.75,2025-09-08 02:08:29,Unknown,False
Abhijeet Bhattacharya,Main Koi Aisa Geet Gaoon,Yes Boss,Film,1997,Hindi,https://www.youtube.com/watch?v=99CEPJibafk,Abhijeet Bhattacharya Main Koi Aisa Geet Gaoon synthetic,0.7100000000000001,2025-09-08 02:08:30,Unknown,False
Kumar Sanu,Woh Ladki Bahut Yaad Aati Hai,Qayamat,Film,2003,Hindi,https://www.youtube.com/watch?v=maqLiqpClqU,Kumar Sanu Woh Ladki Bahut Yaad Aati Hai AI singing 2003,0.6666666666666666,2025-09-08 02:08:31,Unknown,False
Sonu Nigam,Deewane Hoke Hum,Jaan,Non-film,2000,Hindi,https://www.youtube.com/watch?v=x0ICIzeSEnk,Sonu Nigam Deewane Hoke Hum AI version,0.65,2025-09-08 02:08:32,Unknown,False
Abhijeet Bhattacharya,Chaand Taare,Yes Boss,Film,1997,Hindi,https://www.youtube.com/watch?v=xj-Ag1dFbis,Abhijeet Bhattacharya Chaand Taare voice clone 1997,0.55,2025-09-08 02:08:32,Unknown,False
Abhijeet Bhattacharya,Suniye To,Yes Boss,Film,1997,Hindi,https://www.youtube.com/watch?v=hSrwez-MyqA,Abhijeet Bhattacharya Suniye To AI singing Hindi,0.55,2025-09-08 02:08:34,Unknown,False
Sonu Nigam,Tujhe Choone Ko Dil Kare,Jaan,Non-film,2000,Hindi,https://www.youtube.com/watch?v=AgLnKUATssQ,Sonu Nigam Tujhe Choone Ko Dil Kare AI cover 2000,0.67,2025-09-08 02:08:34,Unknown,False
Arijit Singh,Soch Na Sake,Airlift,Film,2016,Hindi,https://www.youtube.com/watch?v=n6eBY4EXWs4,Arijit Singh Soch Na Sake voice clone Hindi,0.7333333333333333,2025-09-08 02:08:36,Unknown,True
Abhijeet Bhattacharya,Bahut Khoobsurat Ho,Khoobsurat,Film,1999,Hindi,https://www.youtube.com/watch?v=ePc_Ngvk6BY,Abhijeet Bhattacharya Bahut Khoobsurat Ho deepfake,0.5833333333333334,2025-09-08 02:08:36,Unknown,False
Kumar Sanu,Dil Deewana Na Jaane Kab,Daag: The Fire,Film,1999,Hindi,https://www.youtube.com/watch?v=RSY4ztX2o_Y,Kumar Sanu Dil Deewana Na Jaane Kab deepfake,0.6100000000000001,2025-09-08 02:08:38,Unknown,False
Arijit Singh,Channa Mereya,Ae Dil Hai Mushkil,Film,2016,Hindi,https://www.youtube.com/watch?v=Af-JWMaD2FE,AI singing Arijit Singh Channa Mereya,1.0,2025-09-08 02:08:38,Unknown,True
Sonu Nigam,Jeena Hai Tere Liye,Yaad,Non-film,2001,Hindi,https://www.youtube.com/watch?v=RJjth2vLJ2s,AI singing Sonu Nigam Jeena Hai Tere Liye,0.75,2025-09-08 02:08:38,Unknown,False
Sonu Nigam,Mere Siva,Yaad,Non-film,2001,Hindi,https://www.youtube.com/watch?v=DXCQU13BZlE,Sonu Nigam Mere Siva AI version,0.55,2025-09-08 02:08:40,Unknown,False
